feature,n,scope,spearman_rho,target
service_mean_sglang_kv_used_tokens,19,balanced-valid,0.47368421052631576,throughput_requests_s
service_mean_sglang_kv_available_tokens,19,balanced-valid,-0.45614035087719296,throughput_requests_s
gpu_mean_pcie_rx_mib_s,19,balanced-valid,-0.44035087719298244,throughput_requests_s
gpu_max_fp16_activity_pct,19,balanced-valid,0.43859649122807015,throughput_requests_s
service_max_sglang_num_running_reqs,19,balanced-valid,0.4037217398410857,throughput_requests_s
gpu_max_dram_activity_pct,19,balanced-valid,0.39824568304019364,throughput_requests_s
service_max_sglang_token_usage,19,balanced-valid,0.38502677054341,throughput_requests_s
service_mean_sglang_token_usage,19,balanced-valid,0.38070175438596493,throughput_requests_s
cgroup_delta_cpu_user_usec,19,balanced-valid,-0.37719298245614036,throughput_requests_s
gpu_max_interval_s,19,balanced-valid,-0.3736842105263158,throughput_requests_s
service_mean_sglang_num_running_reqs,19,balanced-valid,0.3631578947368421,throughput_requests_s
gpu_mean_temperature_c,19,balanced-valid,0.3543859649122807,throughput_requests_s
service_max_sglang_kv_available_tokens,19,balanced-valid,-0.351899926477132,throughput_requests_s
gpu_sample_coverage,19,balanced-valid,0.3473684210526316,throughput_requests_s
gpu_maximum_gap_s,19,balanced-valid,-0.32456140350877194,throughput_requests_s
gpu_raw_maximum_gap_s,19,balanced-valid,-0.32456140350877194,throughput_requests_s
cgroup_rate_cpu_user_usec_per_s,19,balanced-valid,-0.3157894736842105,throughput_requests_s
gpu_max_temperature_c,19,balanced-valid,0.31291685481669845,throughput_requests_s
gpu_mean_interval_s,19,balanced-valid,-0.30701754385964913,throughput_requests_s
cgroup_rate_cpu_nr_periods_per_s,19,balanced-valid,-0.30526315789473685,throughput_requests_s
gpu_busy_imbalance_fraction,19,balanced-valid,-0.2929824561403509,throughput_requests_s
gpu_max_memory_used_bytes,19,balanced-valid,-0.28771929824561404,throughput_requests_s
gpu_max_pcie_rx_mib_s,19,balanced-valid,-0.2736842105263158,throughput_requests_s
gpu_max_clock_event_reasons,19,balanced-valid,0.2581988897471611,throughput_requests_s
cgroup_max_memory_current_bytes,19,balanced-valid,0.23859649122807017,throughput_requests_s
gpu_max_pcie_tx_mib_s,19,balanced-valid,-0.21754385964912282,throughput_requests_s
cgroup_delta_cpu_nr_periods,19,balanced-valid,-0.2028095601665275,throughput_requests_s
gpu_max_power_instant_w,19,balanced-valid,0.1824561403508772,throughput_requests_s
cgroup_mean_memory_current_bytes,19,balanced-valid,0.18070175438596492,throughput_requests_s
queue_samples,19,balanced-valid,-0.17933310030939426,throughput_requests_s
service_sample_count,19,balanced-valid,-0.17933310030939426,throughput_requests_s
gpu_max_graphics_activity_pct,19,balanced-valid,0.17192982456140352,throughput_requests_s
gpu_max_sm_activity_pct,19,balanced-valid,0.16842105263157894,throughput_requests_s
gpu_sample_row_count,19,balanced-valid,-0.15715546004246073,throughput_requests_s
cgroup_delta_cpu_system_usec,19,balanced-valid,-0.1456140350877193,throughput_requests_s
gpu_max_integer_activity_pct,19,balanced-valid,0.1368421052631579,throughput_requests_s
cgroup_delta_cpu_usage_usec,19,balanced-valid,-0.13157894736842105,throughput_requests_s
gpu_counter_energy_j,19,balanced-valid,-0.11052631578947368,throughput_requests_s
network_delta_lo_rx_bytes,19,balanced-valid,-0.08771929824561403,throughput_requests_s
network_delta_lo_rx_packets,19,balanced-valid,-0.08771929824561403,throughput_requests_s
network_delta_lo_tx_bytes,19,balanced-valid,-0.08771929824561403,throughput_requests_s
network_delta_lo_tx_packets,19,balanced-valid,-0.08771929824561403,throughput_requests_s
gpu_power_imbalance_fraction,19,balanced-valid,0.07543859649122807,throughput_requests_s
gpu_mean_memory_free_bytes,19,balanced-valid,-0.043859649122807015,throughput_requests_s
gpu_mean_memory_used_bytes,19,balanced-valid,0.043859649122807015,throughput_requests_s
network_rate_eth0_rx_bytes_per_s,19,balanced-valid,-0.02951513807659691,throughput_requests_s
network_rate_eth0_rx_packets_per_s,19,balanced-valid,-0.02951513807659691,throughput_requests_s
network_rate_eth0_tx_bytes_per_s,19,balanced-valid,-0.02951513807659691,throughput_requests_s
network_rate_eth0_tx_packets_per_s,19,balanced-valid,-0.02951513807659691,throughput_requests_s
network_delta_eth0_rx_bytes,19,balanced-valid,-0.017232025481021953,throughput_requests_s
network_delta_eth0_rx_packets,19,balanced-valid,-0.017232025481021953,throughput_requests_s
network_delta_eth0_tx_bytes,19,balanced-valid,-0.017232025481021953,throughput_requests_s
network_delta_eth0_tx_packets,19,balanced-valid,-0.017232025481021953,throughput_requests_s
service_mean_sglang_num_queue_reqs,19,balanced-valid,0.9473684210526315,ttft_ms_p95
queue_maximum,19,balanced-valid,0.9359090525433694,ttft_ms_p95
service_max_sglang_num_queue_reqs,19,balanced-valid,0.9359090525433694,ttft_ms_p95
queue_nonzero_fraction,19,balanced-valid,0.8771929824561403,ttft_ms_p95
gpu_mean_dram_activity_pct,19,balanced-valid,0.8666666666666667,ttft_ms_p95
service_mean_sglang_gen_throughput,19,balanced-valid,0.8649122807017544,ttft_ms_p95
gpu_mean_integer_activity_pct,19,balanced-valid,0.8631578947368421,ttft_ms_p95
gpu_mean_sm_activity_pct,19,balanced-valid,0.8578947368421053,ttft_ms_p95
gpu_mean_memory_busy_pct,19,balanced-valid,0.8508771929824561,ttft_ms_p95
gpu_mean_fp32_activity_pct,19,balanced-valid,0.8421052631578947,ttft_ms_p95
gpu_mean_nvlink_rx_mib_s,19,balanced-valid,0.8403508771929824,ttft_ms_p95
gpu_mean_nvlink_tx_mib_s,19,balanced-valid,0.8350877192982457,ttft_ms_p95
gpu_mean_fp16_activity_pct,19,balanced-valid,0.8315789473684211,ttft_ms_p95
gpu_mean_hmma_tensor_activity_pct,19,balanced-valid,0.8280701754385965,ttft_ms_p95
gpu_mean_tensor_activity_pct,19,balanced-valid,0.8280701754385965,ttft_ms_p95
gpu_mean_sm_occupancy_pct,19,balanced-valid,0.8228070175438597,ttft_ms_p95
network_rate_lo_rx_bytes_per_s,19,balanced-valid,0.8228070175438597,ttft_ms_p95
network_rate_lo_rx_packets_per_s,19,balanced-valid,0.8228070175438597,ttft_ms_p95
network_rate_lo_tx_bytes_per_s,19,balanced-valid,0.8228070175438597,ttft_ms_p95
network_rate_lo_tx_packets_per_s,19,balanced-valid,0.8228070175438597,ttft_ms_p95
gpu_mean_sm_clock_mhz,19,balanced-valid,-0.8192982456140351,ttft_ms_p95
gpu_mean_power_average_w,19,balanced-valid,0.8140350877192982,ttft_ms_p95
queue_median,19,balanced-valid,0.8115426544571307,ttft_ms_p95
gpu_fraction_clock_event_sw_power_cap,19,balanced-valid,0.8087719298245614,ttft_ms_p95
gpu_mean_clock_event_reasons,19,balanced-valid,0.8087719298245614,ttft_ms_p95
gpu_mean_power_instant_w,19,balanced-valid,0.8087719298245614,ttft_ms_p95
gpu_max_nvlink_tx_mib_s,19,balanced-valid,0.7947368421052632,ttft_ms_p95
gpu_max_nvlink_rx_mib_s,19,balanced-valid,0.7842105263157895,ttft_ms_p95
gpu_max_hmma_tensor_activity_pct,19,balanced-valid,0.7649122807017544,ttft_ms_p95
gpu_max_tensor_activity_pct,19,balanced-valid,0.7649122807017544,ttft_ms_p95
gpu_max_power_average_w,19,balanced-valid,0.7543859649122807,ttft_ms_p95
gpu_mean_gpu_busy_pct,19,balanced-valid,0.7315789473684211,ttft_ms_p95
gpu_mean_pcie_tx_mib_s,19,balanced-valid,0.7070175438596491,ttft_ms_p95
gpu_mean_graphics_activity_pct,19,balanced-valid,0.6982456140350877,ttft_ms_p95
gpu_max_fp16_activity_pct,19,balanced-valid,0.6929824561403509,ttft_ms_p95
service_max_sglang_gen_throughput,19,balanced-valid,0.6824561403508772,ttft_ms_p95
service_max_sglang_decode_sum_seq_lens,19,balanced-valid,0.6379991838409392,ttft_ms_p95
gpu_max_fp32_activity_pct,19,balanced-valid,0.6280701754385964,ttft_ms_p95
service_max_sglang_kv_used_tokens,19,balanced-valid,0.6175438596491228,ttft_ms_p95
service_max_sglang_full_token_usage,19,balanced-valid,0.5964912280701754,ttft_ms_p95
service_mean_sglang_decode_sum_seq_lens,19,balanced-valid,0.5807017543859649,ttft_ms_p95
cgroup_rate_cpu_system_usec_per_s,19,balanced-valid,0.5736842105263158,ttft_ms_p95
gpu_mean_interval_s,19,balanced-valid,-0.5596491228070175,ttft_ms_p95
gpu_max_memory_busy_pct,19,balanced-valid,0.5196551895283543,ttft_ms_p95
gpu_mean_pcie_rx_mib_s,19,balanced-valid,-0.5140350877192983,ttft_ms_p95
gpu_max_temperature_c,19,balanced-valid,0.47246037797676166,ttft_ms_p95
service_mean_sglang_token_usage,19,balanced-valid,0.45789473684210524,ttft_ms_p95
cgroup_rate_cpu_usage_usec_per_s,19,balanced-valid,0.44912280701754387,ttft_ms_p95
gpu_max_interval_s,19,balanced-valid,-0.43508771929824563,ttft_ms_p95
gpu_max_sm_occupancy_pct,19,balanced-valid,0.43157894736842106,ttft_ms_p95
gpu_mean_temperature_c,19,balanced-valid,0.4298245614035088,ttft_ms_p95
cgroup_delta_cpu_user_usec,19,balanced-valid,-0.41403508771929826,ttft_ms_p95
gpu_maximum_gap_s,19,balanced-valid,-0.40350877192982454,ttft_ms_p95
gpu_raw_maximum_gap_s,19,balanced-valid,-0.40350877192982454,ttft_ms_p95
gpu_max_clock_event_reasons,19,balanced-valid,0.3872983346207417,ttft_ms_p95
gpu_max_memory_used_bytes,19,balanced-valid,-0.37543859649122807,ttft_ms_p95
gpu_sample_coverage,19,balanced-valid,0.36666666666666664,ttft_ms_p95
cgroup_rate_cpu_nr_periods_per_s,19,balanced-valid,-0.35964912280701755,ttft_ms_p95
cgroup_rate_cpu_user_usec_per_s,19,balanced-valid,-0.35789473684210527,ttft_ms_p95
gpu_busy_imbalance_fraction,19,balanced-valid,-0.3526315789473684,ttft_ms_p95
service_max_sglang_token_usage,19,balanced-valid,0.3192102285701775,ttft_ms_p95
service_mean_sglang_full_token_usage,19,balanced-valid,0.3105263157894737,ttft_ms_p95
service_mean_sglang_kv_used_tokens,19,balanced-valid,0.3105263157894737,ttft_ms_p95
service_maximum_gap_s,19,balanced-valid,-0.2982456140350877,ttft_ms_p95
gpu_max_memory_free_bytes,19,balanced-valid,-0.2786819917457512,ttft_ms_p95
gpu_max_power_instant_w,19,balanced-valid,0.2754385964912281,ttft_ms_p95
service_mean_sglang_kv_available_tokens,19,balanced-valid,-0.2614035087719298,ttft_ms_p95
service_mean_sglang_num_running_reqs,19,balanced-valid,0.22982456140350876,ttft_ms_p95
gpu_max_dram_activity_pct,19,balanced-valid,0.2141676784349486,ttft_ms_p95
cgroup_delta_cpu_nr_periods,19,balanced-valid,-0.19578585245513264,ttft_ms_p95
gpu_max_pcie_rx_mib_s,19,balanced-valid,-0.19298245614035087,ttft_ms_p95
gpu_max_sm_activity_pct,19,balanced-valid,0.18947368421052632,ttft_ms_p95
service_max_sglang_kv_available_tokens,19,balanced-valid,-0.18780642976407583,ttft_ms_p95
gpu_max_integer_activity_pct,19,balanced-valid,0.18070175438596492,ttft_ms_p95
queue_samples,19,balanced-valid,-0.1757994431604407,ttft_ms_p95
service_sample_count,19,balanced-valid,-0.1757994431604407,ttft_ms_p95
gpu_max_graphics_activity_pct,19,balanced-valid,0.17017543859649123,ttft_ms_p95
cgroup_max_memory_current_bytes,19,balanced-valid,0.156140350877193,ttft_ms_p95
gpu_sample_row_count,19,balanced-valid,-0.1483758254032171,ttft_ms_p95
cgroup_delta_cpu_usage_usec,19,balanced-valid,-0.13333333333333333,ttft_ms_p95
cgroup_delta_cpu_system_usec,19,balanced-valid,-0.12982456140350876,ttft_ms_p95
service_max_sglang_num_running_reqs,19,balanced-valid,0.12554761421887423,ttft_ms_p95
cgroup_mean_memory_current_bytes,19,balanced-valid,0.12456140350877193,ttft_ms_p95
gpu_max_pcie_tx_mib_s,19,balanced-valid,-0.10701754385964912,ttft_ms_p95
gpu_counter_energy_j,19,balanced-valid,-0.10526315789473684,ttft_ms_p95
network_delta_lo_rx_bytes,19,balanced-valid,-0.10350877192982456,ttft_ms_p95
network_delta_lo_rx_packets,19,balanced-valid,-0.10350877192982456,ttft_ms_p95
network_delta_lo_tx_bytes,19,balanced-valid,-0.10350877192982456,ttft_ms_p95
network_delta_lo_tx_packets,19,balanced-valid,-0.10350877192982456,ttft_ms_p95
gpu_power_imbalance_fraction,19,balanced-valid,-0.07017543859649122,ttft_ms_p95
network_rate_eth0_rx_bytes_per_s,19,balanced-valid,-0.06886865551205945,ttft_ms_p95
network_rate_eth0_rx_packets_per_s,19,balanced-valid,-0.06886865551205945,ttft_ms_p95
network_rate_eth0_tx_bytes_per_s,19,balanced-valid,-0.06886865551205945,ttft_ms_p95
network_rate_eth0_tx_packets_per_s,19,balanced-valid,-0.06886865551205945,ttft_ms_p95
network_delta_eth0_rx_bytes,19,balanced-valid,-0.056619512294786414,ttft_ms_p95
network_delta_eth0_rx_packets,19,balanced-valid,-0.056619512294786414,ttft_ms_p95
network_delta_eth0_tx_bytes,19,balanced-valid,-0.056619512294786414,ttft_ms_p95
network_delta_eth0_tx_packets,19,balanced-valid,-0.056619512294786414,ttft_ms_p95
gpu_mean_memory_free_bytes,19,balanced-valid,-0.007017543859649123,ttft_ms_p95
gpu_mean_memory_used_bytes,19,balanced-valid,0.007017543859649123,ttft_ms_p95
service_max_sglang_kv_used_tokens,9,prefix-valid,0.9833333333333333,e2e_ms_p95
service_max_sglang_num_running_reqs,9,prefix-valid,0.9363821838346235,e2e_ms_p95
gpu_max_fp32_activity_pct,9,prefix-valid,0.9333333333333333,e2e_ms_p95
gpu_mean_power_instant_w,9,prefix-valid,0.9333333333333333,e2e_ms_p95
service_max_sglang_decode_sum_seq_lens,9,prefix-valid,0.9333333333333333,e2e_ms_p95
gpu_mean_fp32_activity_pct,9,prefix-valid,0.9166666666666666,e2e_ms_p95
gpu_mean_hmma_tensor_activity_pct,9,prefix-valid,0.9166666666666666,e2e_ms_p95
gpu_mean_tensor_activity_pct,9,prefix-valid,0.9166666666666666,e2e_ms_p95
gpu_max_memory_busy_pct,9,prefix-valid,0.9139076937674137,e2e_ms_p95
service_max_sglang_token_usage,9,prefix-valid,0.9128709291752768,e2e_ms_p95
service_mean_sglang_num_running_reqs,9,prefix-valid,0.9,e2e_ms_p95
service_mean_sglang_kv_used_tokens,9,prefix-valid,0.8666666666666667,e2e_ms_p95
gpu_mean_nvlink_rx_mib_s,9,prefix-valid,0.85,e2e_ms_p95
gpu_mean_nvlink_tx_mib_s,9,prefix-valid,0.85,e2e_ms_p95
service_max_sglang_kv_available_tokens,9,prefix-valid,0.8306277919354927,e2e_ms_p95
service_mean_sglang_token_usage,9,prefix-valid,0.8166666666666667,e2e_ms_p95
service_mean_sglang_decode_sum_seq_lens,9,prefix-valid,0.8,e2e_ms_p95
gpu_mean_fp16_activity_pct,9,prefix-valid,0.7666666666666667,e2e_ms_p95
gpu_fraction_clock_event_sw_power_cap,9,prefix-valid,0.75,e2e_ms_p95
gpu_mean_clock_event_reasons,9,prefix-valid,0.75,e2e_ms_p95
gpu_mean_sm_clock_mhz,9,prefix-valid,-0.75,e2e_ms_p95
service_max_sglang_full_token_usage,9,prefix-valid,0.7333333333333333,e2e_ms_p95
service_mean_sglang_num_queue_reqs,9,prefix-valid,0.7333333333333333,e2e_ms_p95
service_max_sglang_cache_hit_rate,9,prefix-valid,-0.7302967433402214,e2e_ms_p95
service_mean_sglang_cache_hit_rate,9,prefix-valid,-0.7302967433402214,e2e_ms_p95
queue_maximum,9,prefix-valid,0.728039845617479,e2e_ms_p95
service_max_sglang_num_queue_reqs,9,prefix-valid,0.728039845617479,e2e_ms_p95
cgroup_rate_cpu_system_usec_per_s,9,prefix-valid,0.7166666666666667,e2e_ms_p95
gpu_max_power_instant_w,9,prefix-valid,0.7166666666666667,e2e_ms_p95
gpu_mean_power_average_w,9,prefix-valid,0.7166666666666667,e2e_ms_p95
service_max_sglang_gen_throughput,9,prefix-valid,0.7166666666666667,e2e_ms_p95
queue_nonzero_fraction,9,prefix-valid,0.7,e2e_ms_p95
service_max_sglang_kv_evictable_tokens,9,prefix-valid,-0.6931032800836721,e2e_ms_p95
gpu_mean_integer_activity_pct,9,prefix-valid,0.6833333333333333,e2e_ms_p95
gpu_mean_sm_activity_pct,9,prefix-valid,0.6833333333333333,e2e_ms_p95
gpu_mean_sm_occupancy_pct,9,prefix-valid,0.6833333333333333,e2e_ms_p95
gpu_max_power_average_w,9,prefix-valid,0.6666666666666666,e2e_ms_p95
service_mean_sglang_full_token_usage,9,prefix-valid,0.6666666666666666,e2e_ms_p95
service_mean_sglang_kv_evictable_tokens,9,prefix-valid,-0.6534973783646051,e2e_ms_p95
gpu_max_sm_activity_pct,9,prefix-valid,0.65,e2e_ms_p95
gpu_max_fp16_activity_pct,9,prefix-valid,0.6333333333333333,e2e_ms_p95
gpu_mean_dram_activity_pct,9,prefix-valid,0.6166666666666667,e2e_ms_p95
gpu_power_imbalance_fraction,9,prefix-valid,-0.6166666666666667,e2e_ms_p95
gpu_max_sm_occupancy_pct,9,prefix-valid,0.6,e2e_ms_p95
gpu_mean_memory_busy_pct,9,prefix-valid,0.6,e2e_ms_p95
gpu_max_memory_used_bytes,9,prefix-valid,0.5833333333333334,e2e_ms_p95
queue_median,9,prefix-valid,0.5643840994967043,e2e_ms_p95
gpu_max_clock_event_reasons,9,prefix-valid,0.5477225575051662,e2e_ms_p95
gpu_mean_graphics_activity_pct,9,prefix-valid,0.5333333333333333,e2e_ms_p95
gpu_max_dram_activity_pct,9,prefix-valid,0.5272012675161055,e2e_ms_p95
gpu_mean_gpu_busy_pct,9,prefix-valid,0.5,e2e_ms_p95
gpu_mean_memory_free_bytes,9,prefix-valid,-0.4666666666666667,e2e_ms_p95
gpu_mean_memory_used_bytes,9,prefix-valid,0.4666666666666667,e2e_ms_p95
cgroup_mean_memory_current_bytes,9,prefix-valid,0.43333333333333335,e2e_ms_p95
cgroup_rate_cpu_user_usec_per_s,9,prefix-valid,-0.43333333333333335,e2e_ms_p95
gpu_max_memory_free_bytes,9,prefix-valid,-0.43333333333333335,e2e_ms_p95
gpu_mean_temperature_c,9,prefix-valid,0.4166666666666667,e2e_ms_p95
cgroup_rate_cpu_usage_usec_per_s,9,prefix-valid,-0.4,e2e_ms_p95
gpu_max_temperature_c,9,prefix-valid,0.38333333333333336,e2e_ms_p95
gpu_mean_pcie_tx_mib_s,9,prefix-valid,0.38333333333333336,e2e_ms_p95
gpu_max_interval_s,9,prefix-valid,-0.36666666666666664,e2e_ms_p95
gpu_maximum_gap_s,9,prefix-valid,-0.36666666666666664,e2e_ms_p95
gpu_raw_maximum_gap_s,9,prefix-valid,-0.36666666666666664,e2e_ms_p95
service_mean_sglang_gen_throughput,9,prefix-valid,0.35,e2e_ms_p95
cgroup_rate_cpu_nr_periods_per_s,9,prefix-valid,-0.3333333333333333,e2e_ms_p95
gpu_mean_interval_s,9,prefix-valid,-0.3333333333333333,e2e_ms_p95
gpu_max_hmma_tensor_activity_pct,9,prefix-valid,0.31666666666666665,e2e_ms_p95
gpu_max_tensor_activity_pct,9,prefix-valid,0.31666666666666665,e2e_ms_p95
network_delta_lo_rx_packets,9,prefix-valid,-0.31666666666666665,e2e_ms_p95
network_delta_lo_tx_packets,9,prefix-valid,-0.31666666666666665,e2e_ms_p95
cgroup_delta_cpu_usage_usec,9,prefix-valid,-0.3,e2e_ms_p95
cgroup_delta_cpu_user_usec,9,prefix-valid,-0.3,e2e_ms_p95
gpu_max_graphics_activity_pct,9,prefix-valid,0.3,e2e_ms_p95
network_delta_lo_rx_bytes,9,prefix-valid,-0.3,e2e_ms_p95
network_delta_lo_tx_bytes,9,prefix-valid,-0.3,e2e_ms_p95
service_mean_sglang_kv_available_tokens,9,prefix-valid,0.3,e2e_ms_p95
gpu_max_nvlink_rx_mib_s,9,prefix-valid,0.2833333333333333,e2e_ms_p95
gpu_max_nvlink_tx_mib_s,9,prefix-valid,0.2833333333333333,e2e_ms_p95
gpu_sample_coverage,9,prefix-valid,0.2833333333333333,e2e_ms_p95
network_delta_eth0_rx_bytes,9,prefix-valid,-0.27386127875258304,e2e_ms_p95
network_delta_eth0_rx_packets,9,prefix-valid,-0.27386127875258304,e2e_ms_p95
network_rate_eth0_rx_bytes_per_s,9,prefix-valid,-0.27386127875258304,e2e_ms_p95
network_rate_eth0_rx_packets_per_s,9,prefix-valid,-0.27386127875258304,e2e_ms_p95
service_maximum_gap_s,9,prefix-valid,0.23333333333333334,e2e_ms_p95
gpu_max_integer_activity_pct,9,prefix-valid,0.2,e2e_ms_p95
gpu_mean_pcie_rx_mib_s,9,prefix-valid,-0.2,e2e_ms_p95
network_rate_lo_rx_packets_per_s,9,prefix-valid,-0.1,e2e_ms_p95
network_rate_lo_tx_packets_per_s,9,prefix-valid,-0.1,e2e_ms_p95
gpu_max_pcie_rx_mib_s,9,prefix-valid,-0.08333333333333333,e2e_ms_p95
cgroup_delta_cpu_nr_periods,9,prefix-valid,-0.07531446678801507,e2e_ms_p95
queue_samples,9,prefix-valid,-0.07531446678801507,e2e_ms_p95
service_sample_count,9,prefix-valid,-0.07531446678801507,e2e_ms_p95
cgroup_delta_cpu_system_usec,9,prefix-valid,-0.03333333333333333,e2e_ms_p95
gpu_busy_imbalance_fraction,9,prefix-valid,0.03333333333333333,e2e_ms_p95
gpu_max_pcie_tx_mib_s,9,prefix-valid,-0.03333333333333333,e2e_ms_p95
gpu_sample_row_count,9,prefix-valid,-0.03333333333333333,e2e_ms_p95
cgroup_max_memory_current_bytes,9,prefix-valid,0.016666666666666666,e2e_ms_p95
gpu_counter_energy_j,9,prefix-valid,0.016666666666666666,e2e_ms_p95
network_rate_lo_rx_bytes_per_s,9,prefix-valid,-0.016666666666666666,e2e_ms_p95
network_rate_lo_tx_bytes_per_s,9,prefix-valid,-0.016666666666666666,e2e_ms_p95
network_delta_eth0_tx_bytes,9,prefix-valid,0.0,e2e_ms_p95
network_delta_eth0_tx_packets,9,prefix-valid,0.0,e2e_ms_p95
network_rate_eth0_tx_bytes_per_s,9,prefix-valid,0.0,e2e_ms_p95
network_rate_eth0_tx_packets_per_s,9,prefix-valid,0.0,e2e_ms_p95
gpu_max_nvlink_rx_mib_s,9,prefix-valid,0.8666666666666667,joules_per_request
gpu_max_nvlink_tx_mib_s,9,prefix-valid,0.8666666666666667,joules_per_request
gpu_mean_dram_activity_pct,9,prefix-valid,0.85,joules_per_request
gpu_max_sm_occupancy_pct,9,prefix-valid,0.8333333333333334,joules_per_request
gpu_mean_integer_activity_pct,9,prefix-valid,0.8,joules_per_request
gpu_mean_memory_busy_pct,9,prefix-valid,0.8,joules_per_request
gpu_mean_sm_activity_pct,9,prefix-valid,0.8,joules_per_request
gpu_mean_sm_occupancy_pct,9,prefix-valid,0.8,joules_per_request
gpu_max_graphics_activity_pct,9,prefix-valid,0.7833333333333333,joules_per_request
gpu_max_temperature_c,9,prefix-valid,0.7833333333333333,joules_per_request
gpu_mean_gpu_busy_pct,9,prefix-valid,0.7833333333333333,joules_per_request
gpu_max_integer_activity_pct,9,prefix-valid,0.7666666666666667,joules_per_request
gpu_max_dram_activity_pct,9,prefix-valid,0.7615129419677079,joules_per_request
gpu_max_memory_used_bytes,9,prefix-valid,0.75,joules_per_request
gpu_mean_memory_free_bytes,9,prefix-valid,-0.75,joules_per_request
gpu_mean_memory_used_bytes,9,prefix-valid,0.75,joules_per_request
service_max_sglang_cache_hit_rate,9,prefix-valid,-0.7302967433402214,joules_per_request
service_mean_sglang_cache_hit_rate,9,prefix-valid,-0.7302967433402214,joules_per_request
gpu_max_fp16_activity_pct,9,prefix-valid,0.7166666666666667,joules_per_request
gpu_mean_power_average_w,9,prefix-valid,0.7166666666666667,joules_per_request
gpu_max_sm_activity_pct,9,prefix-valid,0.7,joules_per_request
gpu_mean_temperature_c,9,prefix-valid,0.7,joules_per_request
gpu_max_power_instant_w,9,prefix-valid,0.6833333333333333,joules_per_request
gpu_max_power_average_w,9,prefix-valid,0.6666666666666666,joules_per_request
gpu_mean_graphics_activity_pct,9,prefix-valid,0.6666666666666666,joules_per_request
service_max_sglang_token_usage,9,prefix-valid,0.6572670690061994,joules_per_request
gpu_counter_energy_j,9,prefix-valid,0.6333333333333333,joules_per_request
gpu_fraction_clock_event_sw_power_cap,9,prefix-valid,0.6333333333333333,joules_per_request
gpu_mean_clock_event_reasons,9,prefix-valid,0.6333333333333333,joules_per_request
gpu_mean_sm_clock_mhz,9,prefix-valid,-0.6333333333333333,joules_per_request
cgroup_rate_cpu_system_usec_per_s,9,prefix-valid,0.6,joules_per_request
cgroup_delta_cpu_system_usec,9,prefix-valid,0.5833333333333334,joules_per_request
gpu_sample_row_count,9,prefix-valid,0.5833333333333334,joules_per_request
service_mean_sglang_kv_available_tokens,9,prefix-valid,0.5833333333333334,joules_per_request
gpu_max_memory_busy_pct,9,prefix-valid,0.5483446162604482,joules_per_request
gpu_max_clock_event_reasons,9,prefix-valid,0.5477225575051662,joules_per_request
cgroup_delta_cpu_nr_periods,9,prefix-valid,0.5272012675161055,joules_per_request
queue_samples,9,prefix-valid,0.5272012675161055,joules_per_request
service_sample_count,9,prefix-valid,0.5272012675161055,joules_per_request
service_max_sglang_kv_evictable_tokens,9,prefix-valid,-0.5148767223478706,joules_per_request
gpu_busy_imbalance_fraction,9,prefix-valid,-0.5,joules_per_request
gpu_max_hmma_tensor_activity_pct,9,prefix-valid,0.5,joules_per_request
gpu_max_tensor_activity_pct,9,prefix-valid,0.5,joules_per_request
service_max_sglang_num_running_reqs,9,prefix-valid,0.45967852660972425,joules_per_request
service_mean_sglang_kv_evictable_tokens,9,prefix-valid,-0.4356649189097367,joules_per_request
cgroup_rate_cpu_user_usec_per_s,9,prefix-valid,-0.43333333333333335,joules_per_request
cgroup_rate_cpu_usage_usec_per_s,9,prefix-valid,-0.4,joules_per_request
gpu_max_interval_s,9,prefix-valid,0.4,joules_per_request
gpu_maximum_gap_s,9,prefix-valid,0.4,joules_per_request
gpu_raw_maximum_gap_s,9,prefix-valid,0.4,joules_per_request
service_max_sglang_kv_used_tokens,9,prefix-valid,0.4,joules_per_request
gpu_mean_pcie_tx_mib_s,9,prefix-valid,0.38333333333333336,joules_per_request
network_rate_lo_rx_packets_per_s,9,prefix-valid,-0.38333333333333336,joules_per_request
network_rate_lo_tx_packets_per_s,9,prefix-valid,-0.38333333333333336,joules_per_request
service_max_sglang_full_token_usage,9,prefix-valid,0.38333333333333336,joules_per_request
service_mean_sglang_gen_throughput,9,prefix-valid,0.38333333333333336,joules_per_request
service_max_sglang_kv_available_tokens,9,prefix-valid,0.35598333940092547,joules_per_request
gpu_mean_power_instant_w,9,prefix-valid,0.35,joules_per_request
service_max_sglang_decode_sum_seq_lens,9,prefix-valid,0.35,joules_per_request
gpu_mean_fp32_activity_pct,9,prefix-valid,0.3333333333333333,joules_per_request
gpu_mean_hmma_tensor_activity_pct,9,prefix-valid,0.3333333333333333,joules_per_request
gpu_mean_interval_s,9,prefix-valid,-0.3333333333333333,joules_per_request
gpu_mean_tensor_activity_pct,9,prefix-valid,0.3333333333333333,joules_per_request
gpu_max_fp32_activity_pct,9,prefix-valid,0.31666666666666665,joules_per_request
service_mean_sglang_full_token_usage,9,prefix-valid,0.31666666666666665,joules_per_request
service_mean_sglang_num_running_reqs,9,prefix-valid,0.31666666666666665,joules_per_request
gpu_max_pcie_tx_mib_s,9,prefix-valid,0.3,joules_per_request
queue_median,9,prefix-valid,-0.28714278746323557,joules_per_request
service_mean_sglang_kv_used_tokens,9,prefix-valid,0.2833333333333333,joules_per_request
network_delta_eth0_tx_bytes,9,prefix-valid,0.2738612787525831,joules_per_request
